2022
Age,Male EE,Male HA,Female EE,Female HA,Male,Female
55,0.001915,0.003939,0.001146,0.002479,0.002333,0.001399
56,0.002137,0.004232,0.001278,0.002731,0.002802,0.001693
57,0.0024,0.004564,0.001422,0.003017,0.003218,0.001965
58,0.002714,0.004939,0.001578,0.003339,0.003693,0.002261
59,0.003088,0.005365,0.001745,0.003695,0.004223,0.002595
60,0.003525,0.005842,0.00192,0.004081,0.00483,0.002991
61,0.004029,0.006369,0.002106,0.0045,0.005512,0.003496
62,0.004606,0.006951,0.002302,0.004947,0.006272,0.004047
63,0.005268,0.007603,0.002515,0.005432,0.007113,0.004709
64,0.006016,0.008325,0.002748,0.005961,0.007945,0.005332
65,0.006838,0.009097,0.002997,0.006525,0.008833,0.006014
66,0.007666,0.009956,0.003338,0.007159,0.009801,0.006822
67,0.008565,0.010888,0.003716,0.007858,0.010774,0.007596
68,0.009565,0.011934,0.004144,0.008651,0.011848,0.008436
69,0.010687,0.013119,0.004634,0.009557,0.013049,0.009373
70,0.011935,0.014446,0.005189,0.010584,0.014381,0.010401
71,0.013338,0.015949,0.005824,0.011755,0.015888,0.011574
72,0.014932,0.017667,0.006552,0.013094,0.01761,0.012917
73,0.016722,0.019609,0.007379,0.014605,0.019556,0.014434
74,0.018752,0.021824,0.008329,0.016336,0.021776,0.016173
75,0.021054,0.024357,0.009412,0.0183,0.024314,0.018149
76,0.023644,0.027236,0.01065,0.020546,0.027199,0.020411
77,0.026553,0.030506,0.01207,0.023128,0.030475,0.023015
78,0.029813,0.034224,0.013689,0.026091,0.034201,0.026007
79,0.033446,0.038433,0.015528,0.029489,0.03842,0.029442
80,0.037495,0.043205,0.017621,0.033405,0.043205,0.033405
81,0.039505,0.048455,0.019445,0.037744,0.048455,0.037744
82,0.043221,0.054438,0.022907,0.042712,0.054438,0.042712
83,0.048705,0.061254,0.028059,0.04841,0.061254,0.04841
84,0.056015,0.069037,0.034957,0.054932,0.069037,0.054932
85,0.065213,0.077849,0.043647,0.062332,0.077849,0.062332
86,0.076335,0.087785,0.054166,0.070704,0.087785,0.070704
87,0.08939,0.098933,0.066518,0.080086,0.098933,0.080086
88,0.104499,0.111447,0.080754,0.090528,0.111447,0.090528
89,0.121619,0.125357,0.096904,0.102107,0.125357,0.102107
90,0.140833,0.140833,0.114981,0.114981,0.140833,0.114981
91,0.157151,0.157151,0.128861,0.128861,0.157151,0.128861
92,0.173972,0.173972,0.143553,0.143553,0.173972,0.143553
93,0.190904,0.190904,0.158968,0.158968,0.190904,0.158968
94,0.207816,0.207816,0.174835,0.174835,0.207816,0.174835
95,0.224497,0.224497,0.191051,0.191051,0.224497,0.191051
96,0.242547,0.242547,0.208375,0.208375,0.242547,0.208375
97,0.261141,0.261141,0.226441,0.226441,0.261141,0.226441
98,0.28024,0.28024,0.245068,0.245068,0.28024,0.245068
99,0.299987,0.299987,0.264378,0.264378,0.299987,0.264378
100,0.320071,0.320071,0.2842,0.2842,0.320071,0.2842
101,0.340347,0.340347,0.304364,0.304364,0.340347,0.304364
102,0.360686,0.360686,0.324658,0.324658,0.360686,0.324658
103,0.380747,0.380747,0.345105,0.345105,0.380747,0.345105
104,0.40038,0.40038,0.365197,0.365197,0.40038,0.365197
105,0.41868,0.41868,0.384873,0.384873,0.41868,0.384873
106,0.436427,0.436427,0.403996,0.403996,0.436427,0.403996
107,0.453325,0.453325,0.42217,0.42217,0.453325,0.42217
108,0.469018,0.469018,0.439466,0.439466,0.469018,0.439466
109,0.48392,0.48392,0.455749,0.455749,0.48392,0.455749
110,0.49767,0.49767,0.470892,0.470892,0.49767,0.470892
111,0.502469,0.502469,0.484985,0.484985,0.502469,0.484985
112,0.50166,0.50166,0.497956,0.497956,0.50166,0.497956
113,0.500904,0.500904,0.503166,0.503166,0.500904,0.503166
114,0.500151,0.500151,0.501303,0.501303,0.500151,0.501303
115,0.4993,0.4993,0.49955,0.49955,0.4993,0.49955
116,0.4996,0.4996,0.49975,0.49975,0.4996,0.49975
117,0.4998,0.4998,0.49985,0.49985,0.4998,0.49985
118,0.49995,0.49995,0.5,0.5,0.49995,0.5
119,0.5,0.5,0.5,0.5,0.5,0.5
120,1,1,1,1,1,1
