2024
Age,Male EE,Male HA,Female EE,Female HA,Male,Female
67,0.00598,0.0109,0.00341,0.00869,0.01054,0.00786
68,0.0066,0.01193,0.00381,0.00947,0.01163,0.00871
69,0.00729,0.0131,0.00428,0.01037,0.01283,0.00968
70,0.00807,0.01442,0.00481,0.01146,0.01419,0.01082
71,0.00893,0.01594,0.00543,0.01272,0.01575,0.01217
72,0.00993,0.01766,0.00613,0.01419,0.0175,0.01368
73,0.01104,0.01964,0.00695,0.0159,0.01949,0.0154
74,0.01231,0.02189,0.00789,0.01791,0.02175,0.01742
75,0.01375,0.02448,0.00898,0.02023,0.02433,0.01975
76,0.01537,0.02743,0.01022,0.02286,0.02729,0.0224
77,0.0172,0.03081,0.01164,0.02585,0.03069,0.0254
78,0.01927,0.03473,0.01326,0.02922,0.0346,0.02878
79,0.0216,0.03924,0.0151,0.03296,0.03912,0.03254
80,0.02425,0.04442,0.01719,0.03715,0.04442,0.03715
81,0.02646,0.05008,0.01903,0.04158,0.05008,0.04158
82,0.03082,0.05649,0.02259,0.0465,0.05649,0.0465
83,0.03732,0.06372,0.02792,0.05202,0.06372,0.05202
84,0.04605,0.07192,0.03505,0.05823,0.07192,0.05823
85,0.05709,0.08126,0.044,0.06527,0.08126,0.06527
86,0.07044,0.0918,0.05493,0.07337,0.0918,0.07337
87,0.08612,0.10364,0.06781,0.08255,0.10364,0.08255
88,0.10416,0.11688,0.08262,0.09305,0.11688,0.09305
89,0.12457,0.13148,0.09932,0.1048,0.13148,0.1048
90,0.14733,0.14733,0.1179,0.1179,0.14733,0.1179
91,0.16404,0.16404,0.13141,0.13141,0.16404,0.13141
92,0.18111,0.18111,0.14547,0.14547,0.18111,0.14547
93,0.19847,0.19847,0.16007,0.16007,0.19847,0.16007
94,0.21588,0.21588,0.17495,0.17495,0.21588,0.17495
95,0.23319,0.23319,0.1902,0.1902,0.23319,0.1902
96,0.25152,0.25152,0.20655,0.20655,0.25152,0.20655
97,0.2701,0.2701,0.22354,0.22354,0.2701,0.22354
98,0.28899,0.28899,0.24127,0.24127,0.28899,0.24127
99,0.30836,0.30836,0.25965,0.25965,0.30836,0.25965
100,0.32788,0.32788,0.27862,0.27862,0.32788,0.27862
101,0.34742,0.34742,0.29799,0.29799,0.34742,0.29799
102,0.36672,0.36672,0.3175,0.3175,0.36672,0.3175
103,0.38574,0.38574,0.33705,0.33705,0.38574,0.33705
104,0.40436,0.40436,0.3565,0.3565,0.40436,0.3565
105,0.42191,0.42191,0.37576,0.37576,0.42191,0.37576
106,0.43897,0.43897,0.39452,0.39452,0.43897,0.39452
107,0.4552,0.4552,0.41279,0.41279,0.4552,0.41279
108,0.47064,0.47064,0.43024,0.43024,0.47064,0.43024
109,0.48536,0.48536,0.44694,0.44694,0.48536,0.44694
110,0.49448,0.49448,0.46282,0.46282,0.49448,0.46282
111,0.49552,0.49552,0.47794,0.47794,0.49552,0.47794
112,0.49656,0.49656,0.49215,0.49215,0.49656,0.49215
113,0.49756,0.49756,0.4982,0.4982,0.49756,0.4982
114,0.4987,0.4987,0.499,0.499,0.4987,0.499
115,0.49975,0.49975,0.4998,0.4998,0.49975,0.4998
116,0.4999,0.4999,0.4999,0.4999,0.4999,0.4999
117,0.49995,0.49995,0.5,0.5,0.49995,0.5
118,0.5,0.5,0.5,0.5,0.5,0.5
119,0.5,0.5,0.5,0.5,0.5,0.5
120,1,1,1,1,1,1
